ID,包名,应用名称,产品线,企业名称,开发者,版本号,版本代码,更新日期,下载量,描述,来源站点,来源URL,发现方式,质量评分,爬取时间
4871,com.tencent.tmgp.wwjd,无畏舰队,企业微信,上海游民网络科技有限公司,武汉朝辉互娱科技有限公司,2.0.1,,,607,"当全球变暖冰川融化，资源匮乏末日求生，各国团结成三方阵营寻求新的生机。在海洋环境中培养高端科技的舰队，来对抗邪恶的AI首脑天灾军团。同时三方势力的角逐中，为了能获得更多的收益实现全面统一，更需要指挥官们的全力对敌！
我们迫切需要您的加入！指挥官请选择您最心仪的阵营，为实现海洋一统献出您的力量！
【随心搭载丰富策略】
数十种航母、潜艇、驱逐舰任您选择，可随心搭载装备，策略满满，组建您的最强舰队！
【3A画面品质经典还原】
超精建模，还原真实船舰。靓丽副官与您一起海洋争霸。
【无限免费属性提升】
舰队、装备无限秒升！只要坚持升级，一定会更强大！
【科技拉满前瞻未来】
航母、卫星、机甲，一起来沉浸式体验未来的海上战斗吧！阵营荣光由你开启。
【丰富玩法多人对战】
多种类型玩法可供选择，不仅有阵营据点对战，机甲boss挑战，也有轻松休闲的捕鱼、对对碰，玩法中可获得稀有装备图纸，打造更强大的装备，为您制霸海洋更添助力。",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.wwjd,snowball_round_2,0.85,2026-03-09 09:15:45
4825,com.tencent.huajing,画境长恨歌,企业微信,深圳市腾讯计算机系统有限公司,光子工作室群/BST创想中心,1.0.3314,,,78064,"《画境长恨歌》改编自中国文学史上的经典叙事长诗「长恨歌」，由腾讯游戏追梦计划及腾讯光子工作室群、腾讯游戏学院联合打造，作品原型来自腾讯游戏学院“开普勒计划”游戏制作大赛的获奖作品，主创团队则是腾讯五名年轻的毕业生。“诗是有声画，画是无声诗”，这款作品以“改画”、“作画”、“寻画”三种极具东方美学的解谜玩法，用游戏的形式再现中国古典诗词的独特魅力。

【游戏特色】
——诗情画意
诗画一体，赏画读诗

——清新国风
唐风流韵，温婉雅致

——妙染丹青
以画外人之笔，绘画中人之意

——演绎经典
长恨一曲，传诵千载

——史实考据
史海钩沉，考据寻真",应用宝,https://sj.qq.com/appdetail/com.tencent.huajing,snowball_round_2,0.85,2026-03-09 09:14:27
4816,com.tencent.nba2kol,NBA2K助手,企业微信,腾讯科技（上海）有限公司,深圳市腾讯计算机系统有限公司,2.1.0,,,590951,NBA2K助手是一款专为NBA2K系列游戏玩家设计的工具软件，旨在提升游戏体验和竞技水平。它提供丰富的功能，包括实时数据分析、球员属性查询、战术推荐和社区交流平台。玩家可以通过NBA2K助手获取最新的游戏更新、技巧分享和攻略，帮助他们更好地理解游戏机制。,应用宝,https://sj.qq.com/appdetail/com.tencent.nba2kol,snowball_round_2,0.85,2026-03-09 09:14:12
4812,com.tencent.tmgp.coslegend,英魂之刃,企业微信,福建网龙计算机网络信息技术有限公司,福建省天晴互动娱乐有限公司,3.5.5.0,,,39680609,欢迎来到英魂之刃，与MOBA大神一起，加入到这款公平的多人在线竞技手游中来！ 游戏保留了高低地、迷雾、传送、装备主动技能等MOBA经典设定，让您在5v5排位、匹配中尽享战斗快感；三方乱斗、生存竞技、战技巅峰、克隆大作战及无限火力带来全新的团队对决，与王者般实力的策略对抗，更有回合制策略战棋玩法“英魂自走棋”，让所有英雄化身为棋子，带给你不一样的MOBA新体验，快带上好友一起组建联盟共同战斗吧！,应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.coslegend,snowball_round_2,0.85,2026-03-09 09:14:06
4810,com.tencent.tmgp.sanweiapp.bubble,千关泡泡龙单机游戏,企业微信,深圳三未科技有限公司,深圳三未科技有限公司,2026.1.13.qq,,,9904,"经典消除游戏，泡泡龙单机游戏，全新设计，玩法简单轻松，关卡多种多样，给你带来不一样的消除游戏体验。玩经典游戏，不伤脑筋不费体力没有糟糕的情绪，快快乐乐每一天。

游戏操作简单易上手，只需轻轻点击或滑动屏幕，即可控制泡泡发射的方向和力度。同时，游戏关卡设计巧妙，难度逐级递增，充满挑战性，让玩家在轻松愉快的氛围中不断挑战自我，提升技能。

此外，这款单机泡泡龙还拥有丰富的道具和奖励系统，助力玩家轻松应对各种难关。道具的巧妙运用将为你带来意想不到的惊喜和反转，让游戏更加刺激有趣。

如果你喜欢经典泡泡龙游戏的玩法，或者对休闲益智游戏充满兴趣，那么千关泡泡龙绝对是你不可错过的手机游戏佳作。快来加入这场泡泡消除盛宴，展现你的智慧和技巧，成为泡泡龙游戏的王者吧！",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.sanweiapp.bubble,snowball_round_2,0.85,2026-03-09 09:14:03
5427,com.tencent.gamereva,腾讯先锋,企业微信,腾讯科技（深圳）有限公司,深圳市腾讯计算机系统有限公司,7.5.0.6921808,,,7830847,"腾讯先锋是腾讯官方云游戏平台，玩家可以通过腾讯先锋体验到不同类型、先人一步的云游戏；亦能通过完成体验任务、了解游戏资讯、邀请测试从而获得游戏新鲜玩法的挑战机会。
目前版本支持：王者荣耀、和平精英、原神、穿越火线、QQ飞车、天涯明月刀、火影忍者OL等热门游戏！
”便捷登录、一触即达、一键秒玩”高品质的云游戏服务。
玩游戏就上腾讯先锋，云游戏先人一步！",应用宝,https://sj.qq.com/appdetail/com.tencent.gamereva,snowball_round_2,0.85,2026-03-09 09:31:04
5385,com.tencent.tmgp.dfm,三角洲行动,企业微信,深圳市腾讯天游科技有限公司,深圳市腾讯计算机系统有限公司,1.201.37110.44,,,5535681,"《三角洲行动》全新赛季“蝶变时刻”1月29日正式上线！新体验、新玩法、新地图、新干员等多项更新，带来超越以往的战斗体验！还有海量优化内容，欢迎干员们前来体验！

烽火地带全新玩法「赤枭巡猎」、烽火地带地图焕新「航天基地2.0」、全面战场全新地图「余震」、全新支援型干员「蝶」即将跟随新版本到来。此外，全新脑机武器化生物「鲨鱼」、全新载具「两栖运兵车」、全新武器及子弹品类等内容也将在新赛季加入。

新赛季通行证、新曼德尔砖、多项战斗系统和系统优化也将同步上线。“重塑与新生”1月29日，全新蝶变时刻赛季，行动开启。",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.dfm,snowball_round_2,0.85,2026-03-09 09:30:00
5372,com.tencent.tmgp.werewolfbattle,狼人对决,企业微信,杭州游卡网络技术有限公司,杭州游卡网络技术有限公司,1.0.95,,,43892,"《狼人对决》是一款简单快速的策略自走棋手游。在这里，你是一名操纵战场局势的策术师，使用各具特色的英雄卡牌和棋子进行对战。八大种族，一百多名英雄，六人成局，还有全新双人合作模式，战斗一触即发……选择强力的英雄，灵活变换阵容和站位，10 分钟一局畅快对战，在一场场对决中脱颖而出吧！

游戏特色：
【创新自走棋】
区别于传统自走棋的复杂机制，商店采取自动升级，棋子合二为一！

【策略致胜】
合理搭配英雄与棋子阵容，灵活变换站位，击败比自己强大的敌人，甚至丝血翻盘！

【双人组队】
全新双人PVP玩法，两人组队配合，key牌传递，携手晋级

【轻松畅玩】
竖屏画面单手操作，单局对战10分钟，随时随地上分！

【简单上手】
0门槛上手操作，无装备，无羁绊，就是战！

【超多福利】
登录即送20连抽和多个史诗英雄！",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.werewolfbattle,snowball_round_2,0.85,2026-03-09 09:29:37
5342,com.tencent.mia.speaker,腾讯听听,企业微信,腾讯科技（深圳）有限公司,腾讯科技（深圳）有限公司,3.8.1.165,,,501397,"腾讯听听人工智能音箱官方应用，适配腾讯听听音箱使用，为你提供丰富的音频内容及贴心的音箱使用引导。

主要功能：
1. 联网帮助：引导你将听听音箱连接上互联网。联网后，音箱使用9420唤醒，即可独立工作，无需依赖手机；
2. QQ音乐：千万首版权歌曲随心畅听，你的QQ音乐歌单也可同步导入；
3. 海量免费内容：百万级的有声内容供你选择，儿童故事、有声书籍、相声曲艺、新闻、广播、健康养生等节目应有尽有；
4. 一键搜索：千万级曲库、百万级有声内容，一搜即达；
5. 语音技能中心：在这里发现更多的音箱语音功能，比如“问天气”、“问股票”、“打开蓝牙”等。",应用宝,https://sj.qq.com/appdetail/com.tencent.mia.speaker,snowball_round_2,0.85,2026-03-09 09:28:46
5337,com.tencent.tmgp.zushi,最强祖师,企业微信,青岛霆行网络科技有限公司,青岛霆行网络科技有限公司,1.1053.105300,,,174145,"别卷了！来修仙吧！
种田开局，从零开始耕耘仙门盛景！

《最强祖师》是一款快乐摸鱼修仙模拟手游。游戏内含大量修仙梗与模拟经营玩法，你将作为仙门祖师给凡间弟子提供成仙培训，招募各类“奇才”和“卧龙凤雏”，为其提供各种上岗机会，如仙田，炼丹，炼器，挖矿等生产职位，手把手传授仙法，承包弟子渡劫飞升一条龙业务。

【游戏特色】
『万千弟子，随机生成』
“恭喜你，被录取了！宗门就需要你这样的人才！”所有弟子命格、属性随机生成，他们各怀特长又性格迥异，彼此间的小故事更是令人捧腹不已，天天都有送上门的弟子，一不小心就招进来个逆天弟子、平民战神，就等着被弟子带飞了！
『摸鱼修仙，解放双手』
仙人种田，岂用亲自上手？你说我百十个仙门产业基地、上百个子弟，怎么养？别慌，成熟的弟子会自动修炼、渡劫、续阳寿，贴心呵护祖师的头发。
『仙宗地产，永不破产』
要想宗门发展好，基建工程少不了！宗门建设发展全凭祖师说了算，自由摆放创造你的修仙宗门。当然，人均一个套间非常合理吧，来了就是“仙门人”！
『三千世界，等你入画』
水墨风+工笔画美术风格，大到山海异兽，小到一石一木，满屏古韵仙风，许你一份修仙小说般的仙缘幻想！",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.zushi,snowball_round_2,0.85,2026-03-09 09:28:37
5323,com.tencent.tmgp.atmlegend2,奥特曼传奇英雄2,企业微信,合肥乐堂网络有限公司,合肥乐堂动漫信息技术有限公司,3.0.0,,,237203,"《奥特曼传奇英雄2》由圆谷官方正版授权的正版动作手游。游戏以《奥特曼》原作特摄剧为背景，并由圆谷亲自监修，高度还原了奥特曼的角色和技能，让玩家最大程度的感受原版奥特曼的独有魅力。快来组建自己的奥特队伍，踏上打败怪兽拯救宇宙的冒险旅程。

【官方正版授权】
《奥特曼传奇英雄2》由圆谷株式会社正版授权并全程参与监修。不管是奥特曼的招牌光线技能，还是战斗时的独特姿势，都高度还原了奥特曼角色的形态和动作技能设定。玩家将体验到一款原汁原味的高品质奥特曼手游。

【全角色大集结】
无论是赛罗、迪迦、亚刻、令迦、诺亚、赛迦等高人气奥特曼，还是吉尔巴利斯、加坦杰厄、芝顿、格里姆德等明星怪兽。你所熟悉的、不熟悉的奥特曼和怪兽，在游戏中都能看到他的身影。寻找你喜爱的角色，和他一起并肩战斗。

【协力共战强敌】
组建战队，共同挑战世界首领，团队挑战，共斗黑暗。通过团队成员间的默契配合，发挥不同奥特曼的优势，在奥特世界中并肩作战，击败强大的首领，守护宇宙和平。

",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.atmlegend2,snowball_round_2,0.85,2026-03-09 09:28:14
5300,com.tencent.tmgp.harrypotter,哈利波特：魔法觉醒,企业微信,杭州网易雷火科技有限公司,杭州网易雷火科技有限公司,1.20.223440,,,2731883,"《哈利·波特》官方授权手游《哈利波特：魔法觉醒》，邀你重返霍格沃茨，书写属于你的魔法世界新篇章！

你将成为一名霍格沃茨新生，实现期待已久的魔法梦想。在奇妙的魔法校园里，结识性格各异的巫师伙伴，学习咒语和魔法知识，体验异彩纷呈的巫师生活。与原著角色携手，在全新的冒险与奇遇中不断成长，开启属于你的巫师生涯！
录取通知书已经寄出，欢迎来到霍格沃茨魔法学校！

【游戏特色】
-身临其境，畅游魔法世界
-趣味无穷，玩转魔法课堂
-奇思妙想，畅快巫师对决
-无名之书，重温原著经典
-全新冒险，电影级原创剧情",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.harrypotter,snowball_round_2,0.85,2026-03-09 09:27:36
5298,com.tencent.tmgp.qrsj,七日世界,企业微信,杭州网易雷火科技有限公司,杭州网易雷火科技有限公司,1.9.26,,,275612,"《七日世界》是一款超自然末日题材的多人开放世界生存游戏，全新异象轮盘S3「畸变共栖」震撼上线，彻底颠覆人与怪物之间的互动法则！
在这个怪诞的末日世界中，你将拥有剥夺各种畸变体力量的全新能力，并凭借其深入污染禁区展开冒险。快去直面并战胜恐怖的未知，揭露世界沦陷的真相吧！
以牙还牙，以怪制怪！曾经，你是人类中的一份子。现在，你仍是吗？",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.qrsj,snowball_round_2,0.85,2026-03-09 09:27:32
5282,com.tencent.tmgp.bilibili.bangdream,梦想协奏曲！少女乐团派对！,企业微信,上海幻电信息科技有限公司,上海幻电信息科技有限公司,9.2.3,,,119414,"玩家们在游戏中将扮演LIVEHOUSE的一名工作人员，为了完成老板的命令：招揽更多的客人，举办店里的主打招牌活动而寻找乐队。作为工作人员的玩家可以以此与组建乐队的少女们进行接触并互动，帮助少女们实现乐队演出的梦想！
【耳熟能详的经典ACG翻唱曲目】
游戏内所有歌曲的创作和改编均由日本著名音乐制作团队Elements Garden操刀完成。除了《BanG Dream!》企划已发行的全部歌曲之外，游戏还收录了大量全新原创曲，以及玩家们耳熟能详的ACG经典曲目翻唱版，如《魂のルフラン》、《Butter-Fly》、《secret base～君がくれたもの～》、《Don’t say “lazy”》等等。
【独创协力模式 与线上玩家一起演奏】
游戏加入了支持多人同时在线游玩的协力模式。玩家们在游戏中可以进行实时的在线匹配，和其他玩家一起完成演出。协力模式最高支持5人同时游玩！
",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.bilibili.bangdream,snowball_round_2,0.85,2026-03-09 09:27:06
5247,com.tencent.tmgp.yybdldlwhjx.qidian,斗罗大陆：武魂觉醒,企业微信,上海玄霆娱乐信息科技有限公司,上海玄霆娱乐信息科技有限公司,1.0.67,,,1707959,"《斗罗大陆：武魂觉醒》是《斗罗大陆》正版授权，IP高还原高品质高福利手游！

----半周年派对开启
如约而至，相伴同行，斗罗半周年庆典等你参与——周年狂欢搭配成神版本，让你乐此不疲！
全新版本「成神之日，派对狂欢」现已推出！成神之门开启，缤纷活动共迎庆典！

=成神之日·百级成神剧情来袭=
全新剧情-成神之日，唐三主角成神剧情来袭，海神与修罗神合体，还不快上线一睹风采？

=与君之约·双魂师剧情更新=
宁荣荣&奥斯卡新剧情-“与君之约\\\""登场，携手共战，誓守盟约，现限时登陆还可得火系食神-奥斯卡！

=周年献礼·多重好礼领不停=
斗罗周年派对，一起来浪吧，大量赏金，丰厚赠礼，即将花落谁家？！",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.yybdldlwhjx.qidian,snowball_round_2,0.85,2026-03-09 09:26:03
5231,com.tencent.qmxjx,全明星觉醒,企业微信,深圳市腾讯天游科技有限公司,北京纵深网络科技有限公司,1.0.0.1,,,43160,"《全明星觉醒》是一款SNK授权卡牌产品，全明星阵容集结，八神庵、草薙京、不知火舞、橘右京、娜可露露携手50+格斗明星，开启全新冒险之旅！
产品以《拳皇》世界观为背景，用Unity引擎为玩家打造3D格斗之城。街道、格斗场、酒吧等街机游戏经典场景将得到延展设计，由背景板进化成可探索可交互的拟真世界，提供沉浸式的探索体验。
致敬经典街机车轮战，1V1格斗轮番上阵！重拳、暴气、必杀、超必杀！Ready GO！开场，决胜，就在此刻！",应用宝,https://sj.qq.com/appdetail/com.tencent.qmxjx,snowball_round_2,0.85,2026-03-09 09:25:36
5224,com.tencent.tmgp.yongyong.clx,一梦江湖,企业微信,杭州网易雷火科技有限公司,杭州网易雷火科技有限公司,135.0,,,5653987,"《一梦江湖》原名《楚留香》，是网易高自由度武侠RPG手游，拥有多张800万平米的无缝大地图，玩家可施展四段大轻功，及水上轻功，并可使用空中专属轻功技能，攻击地面敌人。游戏内不仅可自由捏脸，还能随心塑造角色身份和性格，枭雄，大侠，杀手，浪客…丰富玩法与江湖选择，拒绝一条龙、拒绝固定养成线路，给予千人千面的江湖体验！NPC可撩可攻略，并具备即时反馈和好感度系统，能根据玩家行为作出反馈，好感度足够时还可入驻家园，真实还原市井百态。游山玩水掏鸡窝，街头行侠赚大钱，抓马驯牛，其乐无穷！赶快和好友一同加入，开启纯正武侠冒险，体验独属于你们的江湖吧！

【游戏特色】
-极具沉浸感的真实江湖
-自由捏脸，千人千面
-非一条龙，百种玩法！
-市井百态，可攻略NPC！
-轻功战斗，逆转风云！
",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.yongyong.clx,snowball_round_2,0.85,2026-03-09 09:25:23
5208,com.tencent.tmgp.lyjzmjrxcj,魔晶猎人之热血出击,企业微信,深圳市龙吟九州互动娱乐科技有限公司,深圳市龙吟九州互动娱乐科技有限公司,1.0,,,126,"《魔晶猎人之热血出击》是一款全新高福利多流派的沉默版本。上线送自动回收、范围拾取、自动使用、自动货币、剑灵-噬魂之刃、空间瞬移。每日登录在线免费领取充值货币，北冥有鱼、玛龍魂封印、极境神识、奇遇冒险、不朽星碑、跨服征战、大陆专属剧情等特色玩法。每个大陆给你不一样的体验，回归沉默打金传奇本色，一切装备货币材料靠打，时间称王！

特色玩法
1、3D画面极致体验：超清3D场景高度还原，助你享受专属视觉盛宴。超流畅的操作体验，最劲爆的打击快感。
2、装备自由交易：装备道具直接掉落，范围拾取，每日登录在线免费领取充值货币。
3、热血城战：全地图自由PK，BOSS争夺、红名爆装，竞技场王者争夺，再现攻沙盛况！",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.lyjzmjrxcj,snowball_round_2,0.85,2026-03-09 09:24:54
5144,com.tencent.tmgp.yyslscn,燕云十六声,企业微信,杭州网易雷火科技有限公司,杭州网易雷火科技有限公司,4.0,,,927152,"一首《虞美人》，千古词帝李煜没有盼来故国与爱人，等来的只有一杯牵机酒。
   自唐末流火遍地，到兵戈扰攘的五代十国，直至宋初战火初熄。旧的英雄，已随烽烟与传说远去；新的侠客，面对浩瀚江湖，又将去向何处？
 《燕云十六声》首次实现了“中国特色武功”与开放世界品类的融合，玩家将在充满谜题的无缝地图中，众揽天下风光，探秘海量地宫，同时偷师百家武学，身兼十八般武器，学遍太极、点穴、狮吼功、蛤蟆功等全新奇术，创造属于自己的武侠冒险。
    游戏深度还原了百工名器、建筑营造、历法天象、民俗游艺、岐黄医术等16种文化建树，展现出极具时代氛围和东方魅力的古代社会画卷。",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.yyslscn,snowball_round_2,0.85,2026-03-09 09:23:01
5727,com.tencent.tmgp.studio27.MelonPlayground,甜瓜沙盒,企业微信,厦门时间汇信息科技有限公司,厦门时间汇信息科技有限公司,34.1.9,,,84503,非常好玩的模拟游戏，里面拥有丰富的物品和道具，让玩家们可以自由的展现你的想象力，在这里模拟出不同的场景，用简单的操作，充分的展现自己的脑洞，模拟不同场景解压! 1.丰富的游戏关卡让你可以尽情的享受到游戏带来的欢乐。 2.不断的去操控这里的一切来进行游戏的战斗。 3.全新的游戏玩法和操作，让你可以尽情的享受到游戏带来的欢乐。,应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.studio27.MelonPlayground,snowball_round_2,0.85,2026-03-09 09:38:08
5683,com.tencent.tmgp.xmxxxxl,消灭星星消消乐,企业微信,杭州同趣科技有限公司,杭州同趣科技有限公司,1.2,,,191566,超多连消特效，简单的经典玩法，超高清的画面品质，描述着星星与都教授的趣事!想让都教授永远留在你身边吗?那就来消灭星星吧!玩家需要开动脑筋多次尝试，精心设计每一步;有时也需要一点小小的运气。,应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.xmxxxxl,snowball_round_2,0.85,2026-03-09 09:37:06
5674,com.tencent.tmgp.hy.cjxsc,超极限赛车,企业微信,广州合游网络科技有限公司,广州合游网络科技有限公司,0.011f1,,,8491,是一款非常休闲的竞速越野赛车游戏，在游戏中玩家可以在各种场景中体验竞赛飙车快感。庞大的黑色场景地图和高清真实的3d车辆模型，制作精致细腻，可以让你自由的尝试改装你的越野车，真实的驾驶玩法，让玩家体验到指尖操作的畅快漂移。,应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.hy.cjxsc,snowball_round_2,0.85,2026-03-09 09:36:52
5642,com.tencent.mp,公众号助手,企业微信,深圳市腾讯计算机系统有限公司,深圳市腾讯计算机系统有限公司,3.10.2,,,5465154,"公众号助手是一款微信官方出品的应用。它能将你的手机变成一个随身的公众号“工作室”。你可以随时随地发表内容、与读者互动。简洁的编辑工具让每个人轻松变成作者，留住即刻的灵感，尽享内容创作的乐趣。公众号助手让每个有才华的个体都有机会被关注，都有自己的品牌。

为什么要使用公众号助手：
-实时互动：及时收到来自读者的消息并回复，或使用星标功能精选优质留言，向大众公开。

-便捷创作：在编辑图文消息时，可一键添加图片和音乐；也可以快速地发布图片和文字消息。没有及时发出的图文消息，可以存储在草稿箱里。

-用户管理：使用关注者排行榜来了解你的核心读者，或使用数据统计来了解文章阅读、用户分享情况。

-帐号管理：可在手机上修改公众号头像、名称和简介。",应用宝,https://sj.qq.com/appdetail/com.tencent.mp,snowball_round_2,0.85,2026-03-09 09:36:09
5614,com.tencent.tmgp.hhy.djxmxxjdb,单机消灭星星经典版,企业微信,株洲花与叶网络科技有限公司,株洲花与叶网络科技有限公司,1.0.2,,,12119,是一款非常好玩非常经典又画面精美的星星消除游戏。你的任务是将同颜色连接在一起的星星消除。只需点击两个或两个以上颜色相同的方块即可消除。没有时间限制，每个阶段都有一个目标，完成即可进入下一关。 消除的越多获得的积分就越高，每个关卡都有着积分要求，如果达到了就可以进入下一关，否则失败。快来下载，开始游戏吧!,应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.hhy.djxmxxjdb,snowball_round_2,0.85,2026-03-09 09:35:29
5612,com.tencent.tmgp.onepunchmanyyb,一拳超人正义执行,企业微信,北京魔游天下科技有限公司,北京魔游天下科技有限公司,1.16.1,,,3735,《一拳超人正义执行》是由动画制作委员会全程监修，并正版授权的3D策略卡牌回合制手游。游戏不光画面精美细节丰富，而且在这里，玩家可以召集各路英雄一同抵御怪人入侵。同时还可以多线养成你的英雄们，配合效果多样的源核系统让他们焕发出最强战力！独创的S技能还可以帮你在千变万化的战场中逆转乾坤！一起来体验前所未有的新鲜玩法吧~,应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.onepunchmanyyb,snowball_round_2,0.85,2026-03-09 09:35:26
5596,com.tencent.tmgp.hy.fcsn,粉彩少女,企业微信,广州合游网络科技有限公司,广州合游网络科技有限公司,2.7.7,,,1409,"一款趣味十足的休闲益智类的手机小游戏，治愈系的画风和经典的养成元素，给玩家们心灵上的温暖，还有海量换装道具和服饰等你来挑选，打造出你的专属漂亮女孩！感兴趣的朋友们还在犹豫什么呢？
",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.hy.fcsn,snowball_round_2,0.85,2026-03-09 09:35:04
5594,com.tencent.tmgp.dnf,地下城与勇士：起源,企业微信,深圳市腾讯计算机系统有限公司,Neople Incorporated,122.4.5.0,,,7540707,"《地下城与勇士：起源》（以下简称DNF手游），是由Neople研发，腾讯代理发行的地下城与勇士IP正版手游。
DNF手游期待和各位勇士们一起回到熟悉的阿拉德大陆：和赛丽亚再次回到冒险开始的格兰之森，一起探寻神秘的天空之城，携手勇登天界在各势力间周旋等！这一次，真的能打！",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.dnf,snowball_round_2,0.85,2026-03-09 09:35:01
5588,com.tencent.tmgp.zy.yyb.tgplp,糖果拼乐拼,企业微信,沈阳纵艺科技有限公司,沈阳纵艺科技有限公司,1.4,,,2030,"糖果消除，简单有趣。
这里是一款全新糖果主题消消乐游戏。玩法新颖，画面精致，特效炫酷，带给您全新的消除体验。

特点：
  玩法简单，滑动消除轻松上手。
  画面精致，数不尽的甜蜜糖果。
  超多关卡，关关精彩尽情挑战。
  特效炫酷，给您全新视觉享受。

轻松有趣的糖果大作战即将开始，赶快下载，一起来享受这个全新的糖果世界吧。",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.zy.yyb.tgplp,snowball_round_2,0.85,2026-03-09 09:34:52
5555,com.tencent.tmgp.eden,世界启元,企业微信,北京儒意景秀网络科技有限公司,深圳市腾讯计算机系统有限公司,1.68.12084,,,548941,《世界启元》是由 2K Games 文明正版 IP 授权合作的跨时代海陆空战争策略手游，研发团队特别注重为玩家降肝减负，精心打造出更优质的游戏体验。你的决定将创造全新的文明！,应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.eden,snowball_round_2,0.85,2026-03-09 09:34:07
5532,com.tencent.tmgp.yjqy,御剑情缘,企业微信,安徽三七网络科技有限公司,天津紫龙互动娱乐有限公司,1.27.0,,,4247815,"1、千呼万唤始出来，御剑家族所有成员终得团聚，所有职业的所有体型都可以自由转换，广大御迷们可以与自己心目中的ta携手同游御剑世界，共迎御剑四周年生日。
2、御剑四载，拾忆同游系统暖心登陆，邀请玩家同游御剑江湖，在明信片上记录你们的专属时光。集邮可获得飞剑-惊雷夜雨、孩子飞剑-流云小谢、头像、绑元、造化织锦等奖励。快去开启集邮册，踏上你们的美好时光之旅吧~
3、参与游戏内活动积攒一定数量周年币可前往周年庆商店兑换：周年庆限定时装·【神御丰穗】、孩子飞剑·【荷塘滴珠】、精美妆容·【流光花火】、周年头像·【红额鹦鹉】以及战场牌子、唤灵印记、彩翼等稀有奖励和大量灵气、乐尘等你来拿！一年一度的福利庆典，千万不要错过！
4、周年狂欢通行证登陆御剑世界，购买周年狂欢通行证并提升等级即可获得全新时装【岿然独照】、发冠、头像、空间装饰、限时时装、限时步韵等奖励，心动不如行动，快前往获取吧~",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.yjqy,snowball_round_2,0.85,2026-03-09 09:33:36
5523,com.tencent.tmgp.supercell.brawlstars,荒野乱斗,企业微信,深圳市腾讯计算机系统有限公司,Supercell Oy,65.115.3,,,22581333,"快节奏3对3多人对战手游！与好友组队，或当孤胆英雄，畅玩多种模式，3分钟内一决胜负。
丰富多样的英雄等您解锁和升级，使用强大的超级技能、星徽之力和随身妙具横扫战场！收集独特皮肤，让自己与众不同。在乱斗世界的众多神秘地点展开对战！",应用宝,https://sj.qq.com/appdetail/com.tencent.tmgp.supercell.brawlstars,snowball_round_2,0.85,2026-03-09 09:33:24
5498,com.tencent.guandansy,大掼蛋（腾讯）,企业微信,深圳市腾讯天游科技有限公司,深圳市腾讯计算机系统有限公司,2.8.1,,,119224,打掼蛋，就来朋友圈都在玩的腾讯《大掼蛋》！《大掼蛋》是由广州萌游网络科技有限公司研发，腾讯代理发行的经典掼蛋游戏产品。游戏融合了多种掼蛋玩法，包括经典、不洗牌、疯狂翻倍等，并提供丰富的在线活动。全新版本中，游戏界面将全面焕新，还增加了金币赛、协会赛、品牌赛等各类赛事玩法。现在就约上朋友开一局，让您随时随地都能享受到掼蛋带来的策略竞技体验。,应用宝,https://sj.qq.com/appdetail/com.tencent.guandansy,snowball_round_2,0.85,2026-03-09 09:32:49
